student_id,target_career,activity_name,category,status
476,Backend Dev,Microservices,Backend Dev,On Track
476,Backend Dev,FastAPI,Backend Dev,On Track
476,Backend Dev,React,Frontend Dev,On Track
476,Backend Dev,System Design,Backend Dev,On Track
476,Backend Dev,Redis,Backend Dev,On Track
476,Backend Dev,PowerBI,Data Scientist,On Track
476,Backend Dev,System Design,Backend Dev,On Track
477,Data Scientist,Keras,Data Scientist,On Track
477,Data Scientist,Redis,Backend Dev,On Track
477,Data Scientist,Scikit-Learn,Data Scientist,On Track
477,Data Scientist,FastAPI,Backend Dev,On Track
477,Data Scientist,CSS,Frontend Dev,On Track
477,Data Scientist,SQL,Data Scientist,On Track
477,Data Scientist,Pandas,Data Scientist,On Track
477,Data Scientist,Python,Data Scientist,On Track
477,Data Scientist,Python,Data Scientist,On Track
477,Data Scientist,FastAPI,Backend Dev,On Track
478,Backend Dev,PowerBI,Data Scientist,Drifting
478,Backend Dev,Tableau,Data Scientist,Drifting
478,Backend Dev,TensorFlow,Data Scientist,Drifting
478,Backend Dev,Next.js,Frontend Dev,Drifting
478,Backend Dev,Figma,Frontend Dev,Drifting
478,Backend Dev,PowerBI,Data Scientist,Drifting
478,Backend Dev,Redis,Backend Dev,Drifting
479,Backend Dev,Kafka,Backend Dev,On Track
479,Backend Dev,Go,Backend Dev,On Track
479,Backend Dev,FastAPI,Backend Dev,On Track
479,Backend Dev,Redis,Backend Dev,On Track
479,Backend Dev,Docker,Backend Dev,On Track
479,Backend Dev,Docker,Backend Dev,On Track
479,Backend Dev,Docker,Backend Dev,On Track
479,Backend Dev,Microservices,Backend Dev,On Track
479,Backend Dev,Figma,Frontend Dev,On Track
479,Backend Dev,Go,Backend Dev,On Track
480,Backend Dev,PostgreSQL,Backend Dev,On Track
480,Backend Dev,React,Frontend Dev,On Track
480,Backend Dev,TensorFlow,Data Scientist,On Track
480,Backend Dev,Statistics,Data Scientist,On Track
480,Backend Dev,Redis,Backend Dev,On Track
480,Backend Dev,Kafka,Backend Dev,On Track
480,Backend Dev,Figma,Frontend Dev,On Track
480,Backend Dev,CSS,Frontend Dev,On Track
480,Backend Dev,HTML,Frontend Dev,On Track
480,Backend Dev,Tableau,Data Scientist,On Track
481,Backend Dev,Kafka,Backend Dev,On Track
481,Backend Dev,Docker,Backend Dev,On Track
481,Backend Dev,System Design,Backend Dev,On Track
481,Backend Dev,Go,Backend Dev,On Track
481,Backend Dev,Pandas,Data Scientist,On Track
482,Data Scientist,FastAPI,Backend Dev,Drifting
482,Data Scientist,TypeScript,Frontend Dev,Drifting
482,Data Scientist,Redis,Backend Dev,Drifting
482,Data Scientist,Docker,Backend Dev,Drifting
482,Data Scientist,Go,Backend Dev,Drifting
482,Data Scientist,Kafka,Backend Dev,Drifting
482,Data Scientist,Microservices,Backend Dev,Drifting
483,Frontend Dev,Go,Backend Dev,On Track
483,Frontend Dev,HTML,Frontend Dev,On Track
483,Frontend Dev,Pandas,Data Scientist,On Track
483,Frontend Dev,Redis,Backend Dev,On Track
483,Frontend Dev,Docker,Backend Dev,On Track
483,Frontend Dev,React,Frontend Dev,On Track
483,Frontend Dev,JavaScript,Frontend Dev,On Track
483,Frontend Dev,Figma,Frontend Dev,On Track
483,Frontend Dev,CSS,Frontend Dev,On Track
484,Data Scientist,Figma,Frontend Dev,Drifting
484,Data Scientist,Redux,Frontend Dev,Drifting
484,Data Scientist,Flask,Backend Dev,Drifting
484,Data Scientist,Docker,Backend Dev,Drifting
484,Data Scientist,React,Frontend Dev,Drifting
484,Data Scientist,Redux,Frontend Dev,Drifting
485,Frontend Dev,Docker,Backend Dev,On Track
485,Frontend Dev,System Design,Backend Dev,On Track
485,Frontend Dev,Kafka,Backend Dev,On Track
485,Frontend Dev,SQL,Data Scientist,On Track
485,Frontend Dev,JavaScript,Frontend Dev,On Track
485,Frontend Dev,Statistics,Data Scientist,On Track
485,Frontend Dev,FastAPI,Backend Dev,On Track
485,Frontend Dev,Kafka,Backend Dev,On Track
485,Frontend Dev,Tailwind,Frontend Dev,On Track
486,Backend Dev,Statistics,Data Scientist,Drifting
486,Backend Dev,SQL,Data Scientist,Drifting
486,Backend Dev,Go,Backend Dev,Drifting
486,Backend Dev,TensorFlow,Data Scientist,Drifting
486,Backend Dev,Kafka,Backend Dev,Drifting
486,Backend Dev,TypeScript,Frontend Dev,Drifting
486,Backend Dev,PostgreSQL,Backend Dev,Drifting
487,Data Scientist,Tableau,Data Scientist,On Track
487,Data Scientist,JavaScript,Frontend Dev,On Track
487,Data Scientist,TypeScript,Frontend Dev,On Track
487,Data Scientist,PowerBI,Data Scientist,On Track
487,Data Scientist,Pandas,Data Scientist,On Track
487,Data Scientist,Python,Data Scientist,On Track
487,Data Scientist,SQL,Data Scientist,On Track
488,Frontend Dev,Redux,Frontend Dev,On Track
488,Frontend Dev,Figma,Frontend Dev,On Track
488,Frontend Dev,JavaScript,Frontend Dev,On Track
488,Frontend Dev,TypeScript,Frontend Dev,On Track
488,Frontend Dev,Next.js,Frontend Dev,On Track
488,Frontend Dev,JavaScript,Frontend Dev,On Track
489,Frontend Dev,Redis,Backend Dev,Drifting
489,Frontend Dev,Pandas,Data Scientist,Drifting
489,Frontend Dev,FastAPI,Backend Dev,Drifting
489,Frontend Dev,TensorFlow,Data Scientist,Drifting
489,Frontend Dev,Figma,Frontend Dev,Drifting
489,Frontend Dev,React,Frontend Dev,Drifting
489,Frontend Dev,TypeScript,Frontend Dev,Drifting
489,Frontend Dev,Microservices,Backend Dev,Drifting
489,Frontend Dev,FastAPI,Backend Dev,Drifting
490,Frontend Dev,Microservices,Backend Dev,On Track
490,Frontend Dev,React,Frontend Dev,On Track
490,Frontend Dev,TypeScript,Frontend Dev,On Track
490,Frontend Dev,Figma,Frontend Dev,On Track
490,Frontend Dev,FastAPI,Backend Dev,On Track
490,Frontend Dev,TensorFlow,Data Scientist,On Track
490,Frontend Dev,Figma,Frontend Dev,On Track
491,Data Scientist,Redis,Backend Dev,Drifting
491,Data Scientist,Flask,Backend Dev,Drifting
491,Data Scientist,Microservices,Backend Dev,Drifting
491,Data Scientist,TypeScript,Frontend Dev,Drifting
491,Data Scientist,Scikit-Learn,Data Scientist,Drifting
491,Data Scientist,Kafka,Backend Dev,Drifting
491,Data Scientist,System Design,Backend Dev,Drifting
492,Frontend Dev,Next.js,Frontend Dev,On Track
492,Frontend Dev,TypeScript,Frontend Dev,On Track
492,Frontend Dev,Tailwind,Frontend Dev,On Track
492,Frontend Dev,React,Frontend Dev,On Track
492,Frontend Dev,Tailwind,Frontend Dev,On Track
492,Frontend Dev,Tailwind,Frontend Dev,On Track
492,Frontend Dev,CSS,Frontend Dev,On Track
493,Backend Dev,Redis,Backend Dev,On Track
493,Backend Dev,Tailwind,Frontend Dev,On Track
493,Backend Dev,Docker,Backend Dev,On Track
493,Backend Dev,FastAPI,Backend Dev,On Track
493,Backend Dev,Kafka,Backend Dev,On Track
493,Backend Dev,Redux,Frontend Dev,On Track
493,Backend Dev,Microservices,Backend Dev,On Track
493,Backend Dev,Microservices,Backend Dev,On Track
493,Backend Dev,CSS,Frontend Dev,On Track
493,Backend Dev,Docker,Backend Dev,On Track
494,Data Scientist,TensorFlow,Data Scientist,On Track
494,Data Scientist,Flask,Backend Dev,On Track
494,Data Scientist,Scikit-Learn,Data Scientist,On Track
494,Data Scientist,Pandas,Data Scientist,On Track
494,Data Scientist,Scikit-Learn,Data Scientist,On Track
494,Data Scientist,Pandas,Data Scientist,On Track
494,Data Scientist,Next.js,Frontend Dev,On Track
494,Data Scientist,Scikit-Learn,Data Scientist,On Track
494,Data Scientist,Scikit-Learn,Data Scientist,On Track
494,Data Scientist,Tableau,Data Scientist,On Track
495,Backend Dev,Go,Backend Dev,On Track
495,Backend Dev,Microservices,Backend Dev,On Track
495,Backend Dev,FastAPI,Backend Dev,On Track
495,Backend Dev,PostgreSQL,Backend Dev,On Track
495,Backend Dev,Microservices,Backend Dev,On Track
495,Backend Dev,TypeScript,Frontend Dev,On Track
495,Backend Dev,Docker,Backend Dev,On Track
496,Data Scientist,Tableau,Data Scientist,Drifting
496,Data Scientist,Kafka,Backend Dev,Drifting
496,Data Scientist,TypeScript,Frontend Dev,Drifting
496,Data Scientist,SQL,Data Scientist,Drifting
496,Data Scientist,React,Frontend Dev,Drifting
496,Data Scientist,System Design,Backend Dev,Drifting
496,Data Scientist,PostgreSQL,Backend Dev,Drifting
496,Data Scientist,System Design,Backend Dev,Drifting
496,Data Scientist,TypeScript,Frontend Dev,Drifting
496,Data Scientist,React,Frontend Dev,Drifting
497,Backend Dev,Scikit-Learn,Data Scientist,Drifting
497,Backend Dev,PowerBI,Data Scientist,Drifting
497,Backend Dev,PowerBI,Data Scientist,Drifting
497,Backend Dev,Keras,Data Scientist,Drifting
497,Backend Dev,CSS,Frontend Dev,Drifting
497,Backend Dev,Tailwind,Frontend Dev,Drifting
497,Backend Dev,React,Frontend Dev,Drifting
498,Data Scientist,Scikit-Learn,Data Scientist,On Track
498,Data Scientist,Keras,Data Scientist,On Track
498,Data Scientist,SQL,Data Scientist,On Track
498,Data Scientist,Statistics,Data Scientist,On Track
498,Data Scientist,Kafka,Backend Dev,On Track
498,Data Scientist,Pandas,Data Scientist,On Track
498,Data Scientist,Scikit-Learn,Data Scientist,On Track
498,Data Scientist,JavaScript,Frontend Dev,On Track
499,Backend Dev,JavaScript,Frontend Dev,Drifting
499,Backend Dev,Next.js,Frontend Dev,Drifting
499,Backend Dev,TensorFlow,Data Scientist,Drifting
499,Backend Dev,Keras,Data Scientist,Drifting
499,Backend Dev,Tailwind,Frontend Dev,Drifting
499,Backend Dev,React,Frontend Dev,Drifting
500,Frontend Dev,JavaScript,Frontend Dev,Drifting
500,Frontend Dev,Scikit-Learn,Data Scientist,Drifting
500,Frontend Dev,SQL,Data Scientist,Drifting
500,Frontend Dev,Flask,Backend Dev,Drifting
500,Frontend Dev,Redis,Backend Dev,Drifting
500,Frontend Dev,Kafka,Backend Dev,Drifting
500,Frontend Dev,Tableau,Data Scientist,Drifting
500,Frontend Dev,Redis,Backend Dev,Drifting
501,Backend Dev,SQL,Data Scientist,Drifting
501,Backend Dev,Statistics,Data Scientist,Drifting
501,Backend Dev,Scikit-Learn,Data Scientist,Drifting
501,Backend Dev,Redux,Frontend Dev,Drifting
501,Backend Dev,Python,Data Scientist,Drifting
501,Backend Dev,PostgreSQL,Backend Dev,Drifting
501,Backend Dev,React,Frontend Dev,Drifting
501,Backend Dev,Go,Backend Dev,Drifting
502,Backend Dev,Redis,Backend Dev,On Track
502,Backend Dev,System Design,Backend Dev,On Track
502,Backend Dev,Flask,Backend Dev,On Track
502,Backend Dev,Docker,Backend Dev,On Track
502,Backend Dev,TypeScript,Frontend Dev,On Track
502,Backend Dev,System Design,Backend Dev,On Track
502,Backend Dev,FastAPI,Backend Dev,On Track
502,Backend Dev,FastAPI,Backend Dev,On Track
502,Backend Dev,Statistics,Data Scientist,On Track
503,Data Scientist,Next.js,Frontend Dev,Drifting
503,Data Scientist,Microservices,Backend Dev,Drifting
503,Data Scientist,Tableau,Data Scientist,Drifting
503,Data Scientist,JavaScript,Frontend Dev,Drifting
503,Data Scientist,Redis,Backend Dev,Drifting
503,Data Scientist,Redux,Frontend Dev,Drifting
503,Data Scientist,Figma,Frontend Dev,Drifting
503,Data Scientist,Figma,Frontend Dev,Drifting
504,Frontend Dev,FastAPI,Backend Dev,On Track
504,Frontend Dev,FastAPI,Backend Dev,On Track
504,Frontend Dev,JavaScript,Frontend Dev,On Track
504,Frontend Dev,Tailwind,Frontend Dev,On Track
504,Frontend Dev,PowerBI,Data Scientist,On Track
504,Frontend Dev,JavaScript,Frontend Dev,On Track
504,Frontend Dev,TypeScript,Frontend Dev,On Track
504,Frontend Dev,JavaScript,Frontend Dev,On Track
504,Frontend Dev,React,Frontend Dev,On Track
504,Frontend Dev,SQL,Data Scientist,On Track
505,Backend Dev,Redis,Backend Dev,On Track
505,Backend Dev,SQL,Data Scientist,On Track
505,Backend Dev,Go,Backend Dev,On Track
505,Backend Dev,CSS,Frontend Dev,On Track
505,Backend Dev,Kafka,Backend Dev,On Track
505,Backend Dev,Python,Data Scientist,On Track
505,Backend Dev,Flask,Backend Dev,On Track
506,Frontend Dev,FastAPI,Backend Dev,On Track
506,Frontend Dev,TypeScript,Frontend Dev,On Track
506,Frontend Dev,HTML,Frontend Dev,On Track
506,Frontend Dev,System Design,Backend Dev,On Track
506,Frontend Dev,CSS,Frontend Dev,On Track
506,Frontend Dev,Next.js,Frontend Dev,On Track
506,Frontend Dev,Scikit-Learn,Data Scientist,On Track
506,Frontend Dev,HTML,Frontend Dev,On Track
506,Frontend Dev,Microservices,Backend Dev,On Track
506,Frontend Dev,FastAPI,Backend Dev,On Track
507,Frontend Dev,Microservices,Backend Dev,Drifting
507,Frontend Dev,PowerBI,Data Scientist,Drifting
507,Frontend Dev,Redis,Backend Dev,Drifting
507,Frontend Dev,Redis,Backend Dev,Drifting
507,Frontend Dev,TensorFlow,Data Scientist,Drifting
507,Frontend Dev,TensorFlow,Data Scientist,Drifting
507,Frontend Dev,Docker,Backend Dev,Drifting
507,Frontend Dev,Python,Data Scientist,Drifting
508,Frontend Dev,Figma,Frontend Dev,On Track
508,Frontend Dev,Redux,Frontend Dev,On Track
508,Frontend Dev,Next.js,Frontend Dev,On Track
508,Frontend Dev,Next.js,Frontend Dev,On Track
508,Frontend Dev,Python,Data Scientist,On Track
508,Frontend Dev,Redux,Frontend Dev,On Track
509,Data Scientist,Python,Data Scientist,On Track
509,Data Scientist,Keras,Data Scientist,On Track
509,Data Scientist,Tableau,Data Scientist,On Track
509,Data Scientist,Scikit-Learn,Data Scientist,On Track
509,Data Scientist,FastAPI,Backend Dev,On Track
509,Data Scientist,Tableau,Data Scientist,On Track
509,Data Scientist,System Design,Backend Dev,On Track
509,Data Scientist,PowerBI,Data Scientist,On Track
509,Data Scientist,FastAPI,Backend Dev,On Track
510,Frontend Dev,Tableau,Data Scientist,Drifting
510,Frontend Dev,Kafka,Backend Dev,Drifting
510,Frontend Dev,Kafka,Backend Dev,Drifting
510,Frontend Dev,PowerBI,Data Scientist,Drifting
510,Frontend Dev,Tableau,Data Scientist,Drifting
510,Frontend Dev,System Design,Backend Dev,Drifting
510,Frontend Dev,TensorFlow,Data Scientist,Drifting
511,Frontend Dev,Redux,Frontend Dev,On Track
511,Frontend Dev,JavaScript,Frontend Dev,On Track
511,Frontend Dev,Figma,Frontend Dev,On Track
511,Frontend Dev,Microservices,Backend Dev,On Track
511,Frontend Dev,CSS,Frontend Dev,On Track
511,Frontend Dev,Redux,Frontend Dev,On Track
511,Frontend Dev,React,Frontend Dev,On Track
511,Frontend Dev,CSS,Frontend Dev,On Track
511,Frontend Dev,Statistics,Data Scientist,On Track
512,Data Scientist,Scikit-Learn,Data Scientist,On Track
512,Data Scientist,Tableau,Data Scientist,On Track
512,Data Scientist,Microservices,Backend Dev,On Track
512,Data Scientist,Tableau,Data Scientist,On Track
512,Data Scientist,HTML,Frontend Dev,On Track
512,Data Scientist,HTML,Frontend Dev,On Track
512,Data Scientist,Statistics,Data Scientist,On Track
512,Data Scientist,Scikit-Learn,Data Scientist,On Track
513,Frontend Dev,JavaScript,Frontend Dev,On Track
513,Frontend Dev,PowerBI,Data Scientist,On Track
513,Frontend Dev,System Design,Backend Dev,On Track
513,Frontend Dev,TypeScript,Frontend Dev,On Track
513,Frontend Dev,Docker,Backend Dev,On Track
513,Frontend Dev,Figma,Frontend Dev,On Track
514,Data Scientist,Kafka,Backend Dev,Drifting
514,Data Scientist,Next.js,Frontend Dev,Drifting
514,Data Scientist,FastAPI,Backend Dev,Drifting
514,Data Scientist,Redux,Frontend Dev,Drifting
514,Data Scientist,HTML,Frontend Dev,Drifting
514,Data Scientist,Go,Backend Dev,Drifting
514,Data Scientist,React,Frontend Dev,Drifting
514,Data Scientist,System Design,Backend Dev,Drifting
514,Data Scientist,Figma,Frontend Dev,Drifting
515,Frontend Dev,SQL,Data Scientist,Drifting
515,Frontend Dev,Next.js,Frontend Dev,Drifting
515,Frontend Dev,Tableau,Data Scientist,Drifting
515,Frontend Dev,System Design,Backend Dev,Drifting
515,Frontend Dev,Pandas,Data Scientist,Drifting
516,Backend Dev,JavaScript,Frontend Dev,On Track
516,Backend Dev,PowerBI,Data Scientist,On Track
516,Backend Dev,Figma,Frontend Dev,On Track
516,Backend Dev,CSS,Frontend Dev,On Track
516,Backend Dev,Tableau,Data Scientist,On Track
516,Backend Dev,FastAPI,Backend Dev,On Track
516,Backend Dev,Go,Backend Dev,On Track
516,Backend Dev,Flask,Backend Dev,On Track
516,Backend Dev,FastAPI,Backend Dev,On Track
516,Backend Dev,React,Frontend Dev,On Track
517,Data Scientist,Redux,Frontend Dev,On Track
517,Data Scientist,Go,Backend Dev,On Track
517,Data Scientist,TensorFlow,Data Scientist,On Track
517,Data Scientist,Keras,Data Scientist,On Track
517,Data Scientist,Statistics,Data Scientist,On Track
517,Data Scientist,Statistics,Data Scientist,On Track
517,Data Scientist,Python,Data Scientist,On Track
517,Data Scientist,Keras,Data Scientist,On Track
517,Data Scientist,FastAPI,Backend Dev,On Track
517,Data Scientist,PostgreSQL,Backend Dev,On Track
518,Data Scientist,Statistics,Data Scientist,On Track
518,Data Scientist,Kafka,Backend Dev,On Track
518,Data Scientist,Microservices,Backend Dev,On Track
518,Data Scientist,Scikit-Learn,Data Scientist,On Track
518,Data Scientist,TensorFlow,Data Scientist,On Track
518,Data Scientist,SQL,Data Scientist,On Track
519,Data Scientist,Scikit-Learn,Data Scientist,On Track
519,Data Scientist,PowerBI,Data Scientist,On Track
519,Data Scientist,Pandas,Data Scientist,On Track
519,Data Scientist,Next.js,Frontend Dev,On Track
519,Data Scientist,Keras,Data Scientist,On Track
519,Data Scientist,Pandas,Data Scientist,On Track
519,Data Scientist,TensorFlow,Data Scientist,On Track
520,Backend Dev,PowerBI,Data Scientist,Drifting
520,Backend Dev,Scikit-Learn,Data Scientist,Drifting
520,Backend Dev,Python,Data Scientist,Drifting
520,Backend Dev,SQL,Data Scientist,Drifting
520,Backend Dev,Pandas,Data Scientist,Drifting
521,Backend Dev,JavaScript,Frontend Dev,Drifting
521,Backend Dev,Scikit-Learn,Data Scientist,Drifting
521,Backend Dev,PowerBI,Data Scientist,Drifting
521,Backend Dev,Microservices,Backend Dev,Drifting
521,Backend Dev,Pandas,Data Scientist,Drifting
521,Backend Dev,HTML,Frontend Dev,Drifting
521,Backend Dev,SQL,Data Scientist,Drifting
521,Backend Dev,Tableau,Data Scientist,Drifting
521,Backend Dev,Figma,Frontend Dev,Drifting
521,Backend Dev,Next.js,Frontend Dev,Drifting
522,Data Scientist,PostgreSQL,Backend Dev,On Track
522,Data Scientist,Python,Data Scientist,On Track
522,Data Scientist,PowerBI,Data Scientist,On Track
522,Data Scientist,Go,Backend Dev,On Track
522,Data Scientist,Statistics,Data Scientist,On Track
522,Data Scientist,Pandas,Data Scientist,On Track
522,Data Scientist,Tableau,Data Scientist,On Track
522,Data Scientist,Python,Data Scientist,On Track
522,Data Scientist,TensorFlow,Data Scientist,On Track
522,Data Scientist,Statistics,Data Scientist,On Track
523,Data Scientist,Python,Data Scientist,On Track
523,Data Scientist,Pandas,Data Scientist,On Track
523,Data Scientist,Python,Data Scientist,On Track
523,Data Scientist,Keras,Data Scientist,On Track
523,Data Scientist,FastAPI,Backend Dev,On Track
523,Data Scientist,Tableau,Data Scientist,On Track
523,Data Scientist,Pandas,Data Scientist,On Track
523,Data Scientist,Pandas,Data Scientist,On Track
523,Data Scientist,Pandas,Data Scientist,On Track
524,Data Scientist,CSS,Frontend Dev,On Track
524,Data Scientist,PowerBI,Data Scientist,On Track
524,Data Scientist,Tableau,Data Scientist,On Track
524,Data Scientist,Docker,Backend Dev,On Track
524,Data Scientist,Flask,Backend Dev,On Track
525,Backend Dev,Microservices,Backend Dev,On Track
525,Backend Dev,PostgreSQL,Backend Dev,On Track
525,Backend Dev,FastAPI,Backend Dev,On Track
525,Backend Dev,Scikit-Learn,Data Scientist,On Track
525,Backend Dev,Kafka,Backend Dev,On Track
526,Backend Dev,Redis,Backend Dev,On Track
526,Backend Dev,FastAPI,Backend Dev,On Track
526,Backend Dev,Redis,Backend Dev,On Track
526,Backend Dev,Redis,Backend Dev,On Track
526,Backend Dev,Statistics,Data Scientist,On Track
526,Backend Dev,Redux,Frontend Dev,On Track
526,Backend Dev,Microservices,Backend Dev,On Track
526,Backend Dev,PostgreSQL,Backend Dev,On Track
526,Backend Dev,Go,Backend Dev,On Track
527,Data Scientist,CSS,Frontend Dev,Drifting
527,Data Scientist,HTML,Frontend Dev,Drifting
527,Data Scientist,CSS,Frontend Dev,Drifting
527,Data Scientist,PostgreSQL,Backend Dev,Drifting
527,Data Scientist,Redux,Frontend Dev,Drifting
527,Data Scientist,Flask,Backend Dev,Drifting
527,Data Scientist,Flask,Backend Dev,Drifting
528,Backend Dev,Tableau,Data Scientist,Drifting
528,Backend Dev,Python,Data Scientist,Drifting
528,Backend Dev,TypeScript,Frontend Dev,Drifting
528,Backend Dev,Redux,Frontend Dev,Drifting
528,Backend Dev,CSS,Frontend Dev,Drifting
528,Backend Dev,Pandas,Data Scientist,Drifting
528,Backend Dev,Scikit-Learn,Data Scientist,Drifting
529,Backend Dev,Kafka,Backend Dev,On Track
529,Backend Dev,Go,Backend Dev,On Track
529,Backend Dev,Redis,Backend Dev,On Track
529,Backend Dev,FastAPI,Backend Dev,On Track
529,Backend Dev,Microservices,Backend Dev,On Track
529,Backend Dev,Kafka,Backend Dev,On Track
529,Backend Dev,TensorFlow,Data Scientist,On Track
529,Backend Dev,FastAPI,Backend Dev,On Track
529,Backend Dev,Microservices,Backend Dev,On Track
530,Frontend Dev,Kafka,Backend Dev,On Track
530,Frontend Dev,React,Frontend Dev,On Track
530,Frontend Dev,Figma,Frontend Dev,On Track
530,Frontend Dev,React,Frontend Dev,On Track
530,Frontend Dev,Kafka,Backend Dev,On Track
530,Frontend Dev,Statistics,Data Scientist,On Track
530,Frontend Dev,CSS,Frontend Dev,On Track
530,Frontend Dev,HTML,Frontend Dev,On Track
530,Frontend Dev,CSS,Frontend Dev,On Track
530,Frontend Dev,FastAPI,Backend Dev,On Track
531,Data Scientist,Keras,Data Scientist,On Track
531,Data Scientist,Tableau,Data Scientist,On Track
531,Data Scientist,PowerBI,Data Scientist,On Track
531,Data Scientist,Docker,Backend Dev,On Track
531,Data Scientist,SQL,Data Scientist,On Track
531,Data Scientist,Python,Data Scientist,On Track
531,Data Scientist,Microservices,Backend Dev,On Track
531,Data Scientist,Docker,Backend Dev,On Track
531,Data Scientist,Scikit-Learn,Data Scientist,On Track
531,Data Scientist,Statistics,Data Scientist,On Track
532,Data Scientist,Scikit-Learn,Data Scientist,On Track
532,Data Scientist,TensorFlow,Data Scientist,On Track
532,Data Scientist,SQL,Data Scientist,On Track
532,Data Scientist,Python,Data Scientist,On Track
532,Data Scientist,SQL,Data Scientist,On Track
532,Data Scientist,Next.js,Frontend Dev,On Track
532,Data Scientist,Keras,Data Scientist,On Track
532,Data Scientist,Tableau,Data Scientist,On Track
532,Data Scientist,Tableau,Data Scientist,On Track
533,Backend Dev,Docker,Backend Dev,On Track
533,Backend Dev,Docker,Backend Dev,On Track
533,Backend Dev,Redis,Backend Dev,On Track
533,Backend Dev,Go,Backend Dev,On Track
533,Backend Dev,PowerBI,Data Scientist,On Track
533,Backend Dev,Microservices,Backend Dev,On Track
533,Backend Dev,PostgreSQL,Backend Dev,On Track
533,Backend Dev,Microservices,Backend Dev,On Track
534,Backend Dev,FastAPI,Backend Dev,Drifting
534,Backend Dev,Python,Data Scientist,Drifting
534,Backend Dev,TypeScript,Frontend Dev,Drifting
534,Backend Dev,Python,Data Scientist,Drifting
534,Backend Dev,Scikit-Learn,Data Scientist,Drifting
534,Backend Dev,TensorFlow,Data Scientist,Drifting
534,Backend Dev,Redux,Frontend Dev,Drifting
535,Data Scientist,Go,Backend Dev,Drifting
535,Data Scientist,React,Frontend Dev,Drifting
535,Data Scientist,System Design,Backend Dev,Drifting
535,Data Scientist,FastAPI,Backend Dev,Drifting
535,Data Scientist,HTML,Frontend Dev,Drifting
535,Data Scientist,Flask,Backend Dev,Drifting
535,Data Scientist,CSS,Frontend Dev,Drifting
535,Data Scientist,React,Frontend Dev,Drifting
535,Data Scientist,Go,Backend Dev,Drifting
536,Frontend Dev,SQL,Data Scientist,Drifting
536,Frontend Dev,PostgreSQL,Backend Dev,Drifting
536,Frontend Dev,Statistics,Data Scientist,Drifting
536,Frontend Dev,React,Frontend Dev,Drifting
536,Frontend Dev,Pandas,Data Scientist,Drifting
536,Frontend Dev,SQL,Data Scientist,Drifting
536,Frontend Dev,PostgreSQL,Backend Dev,Drifting
536,Frontend Dev,Tableau,Data Scientist,Drifting
536,Frontend Dev,SQL,Data Scientist,Drifting
537,Backend Dev,PostgreSQL,Backend Dev,On Track
537,Backend Dev,Scikit-Learn,Data Scientist,On Track
537,Backend Dev,Statistics,Data Scientist,On Track
537,Backend Dev,Flask,Backend Dev,On Track
537,Backend Dev,Go,Backend Dev,On Track
537,Backend Dev,Redis,Backend Dev,On Track
537,Backend Dev,Go,Backend Dev,On Track
537,Backend Dev,Pandas,Data Scientist,On Track
537,Backend Dev,FastAPI,Backend Dev,On Track
537,Backend Dev,TypeScript,Frontend Dev,On Track
538,Backend Dev,PowerBI,Data Scientist,Drifting
538,Backend Dev,Tableau,Data Scientist,Drifting
538,Backend Dev,React,Frontend Dev,Drifting
538,Backend Dev,React,Frontend Dev,Drifting
538,Backend Dev,Pandas,Data Scientist,Drifting
538,Backend Dev,TypeScript,Frontend Dev,Drifting
538,Backend Dev,Pandas,Data Scientist,Drifting
538,Backend Dev,Redis,Backend Dev,Drifting
539,Frontend Dev,TypeScript,Frontend Dev,On Track
539,Frontend Dev,Redux,Frontend Dev,On Track
539,Frontend Dev,Keras,Data Scientist,On Track
539,Frontend Dev,Next.js,Frontend Dev,On Track
539,Frontend Dev,Scikit-Learn,Data Scientist,On Track
539,Frontend Dev,HTML,Frontend Dev,On Track
539,Frontend Dev,Next.js,Frontend Dev,On Track
539,Frontend Dev,TensorFlow,Data Scientist,On Track
539,Frontend Dev,Redux,Frontend Dev,On Track
539,Frontend Dev,PowerBI,Data Scientist,On Track
540,Backend Dev,Docker,Backend Dev,On Track
540,Backend Dev,Statistics,Data Scientist,On Track
540,Backend Dev,System Design,Backend Dev,On Track
540,Backend Dev,Tableau,Data Scientist,On Track
540,Backend Dev,Statistics,Data Scientist,On Track
540,Backend Dev,Go,Backend Dev,On Track
540,Backend Dev,Docker,Backend Dev,On Track
540,Backend Dev,CSS,Frontend Dev,On Track
540,Backend Dev,FastAPI,Backend Dev,On Track
540,Backend Dev,Go,Backend Dev,On Track
541,Backend Dev,Next.js,Frontend Dev,Drifting
541,Backend Dev,JavaScript,Frontend Dev,Drifting
541,Backend Dev,Go,Backend Dev,Drifting
541,Backend Dev,Tableau,Data Scientist,Drifting
541,Backend Dev,SQL,Data Scientist,Drifting
541,Backend Dev,JavaScript,Frontend Dev,Drifting
541,Backend Dev,PostgreSQL,Backend Dev,Drifting
541,Backend Dev,Tableau,Data Scientist,Drifting
541,Backend Dev,Figma,Frontend Dev,Drifting
542,Backend Dev,Flask,Backend Dev,On Track
542,Backend Dev,Flask,Backend Dev,On Track
542,Backend Dev,Next.js,Frontend Dev,On Track
542,Backend Dev,Redis,Backend Dev,On Track
542,Backend Dev,React,Frontend Dev,On Track
543,Frontend Dev,React,Frontend Dev,On Track
543,Frontend Dev,Tableau,Data Scientist,On Track
543,Frontend Dev,PowerBI,Data Scientist,On Track
